"","game_id","season","type","date","time","home","win","overtimes","team","pts","players","opp","opp_pts","opp_players"
"1","201510270ATL",1516,"Regular","2015-10-27","8:00p",1,0,"","Atlanta Hawks",94,11,"Detroit Pistons",106,9
"2","201510290NYK",1516,"Regular","2015-10-29","8:00p",0,1,"","Atlanta Hawks",112,11,"New York Knicks",101,13
"3","201510300ATL",1516,"Regular","2015-10-30","8:00p",1,1,"","Atlanta Hawks",97,9,"Charlotte Hornets",94,10
"4","201511010CHO",1516,"Regular","2015-11-01","2:00p",0,1,"","Atlanta Hawks",94,10,"Charlotte Hornets",92,10
"5","201511030MIA",1516,"Regular","2015-11-03","7:30p",0,1,"","Atlanta Hawks",98,10,"Miami Heat",92,10
"6","201511040ATL",1516,"Regular","2015-11-04","8:00p",1,1,"","Atlanta Hawks",101,12,"Brooklyn Nets",87,12
"7","201511060NOP",1516,"Regular","2015-11-06","8:00p",0,1,"","Atlanta Hawks",121,10,"New Orleans Pelicans",115,12
"8","201511070ATL",1516,"Regular","2015-11-07","7:30p",1,1,"","Atlanta Hawks",114,11,"Washington Wizards",99,11
"9","201511090ATL",1516,"Regular","2015-11-09","8:00p",1,0,"","Atlanta Hawks",107,10,"Minnesota Timberwolves",117,11
"10","201511110ATL",1516,"Regular","2015-11-11","8:00p",1,1,"","Atlanta Hawks",106,11,"New Orleans Pelicans",98,9
"11","201511130BOS",1516,"Regular","2015-11-13","7:30p",0,0,"","Atlanta Hawks",93,12,"Boston Celtics",106,11
"12","201511150ATL",1516,"Regular","2015-11-15","6:00p",1,0,"","Atlanta Hawks",96,10,"Utah Jazz",97,11
"13","201511170BRK",1516,"Regular","2015-11-17","7:30p",0,0,"","Atlanta Hawks",88,10,"Brooklyn Nets",90,10
"14","201511180ATL",1516,"Regular","2015-11-18","8:00p",1,1,"","Atlanta Hawks",103,10,"Sacramento Kings",97,10
"15","201511210CLE",1516,"Regular","2015-11-21","7:30p",0,0,"","Atlanta Hawks",97,12,"Cleveland Cavaliers",109,12
"16","201511240ATL",1516,"Regular","2015-11-24","8:00p",1,1,"","Atlanta Hawks",121,13,"Boston Celtics",97,13
"17","201511250MIN",1516,"Regular","2015-11-25","8:00p",0,0,"","Atlanta Hawks",95,10,"Minnesota Timberwolves",99,11
"18","201511270MEM",1516,"Regular","2015-11-27","8:00p",0,1,"","Atlanta Hawks",116,10,"Memphis Grizzlies",101,11
"19","201511280SAS",1516,"Regular","2015-11-28","8:30p",0,0,"","Atlanta Hawks",88,13,"San Antonio Spurs",108,13
"20","201511300ATL",1516,"Regular","2015-11-30","8:00p",1,1,"","Atlanta Hawks",106,10,"Oklahoma City Thunder",100,10
"21","201512020ATL",1516,"Regular","2015-12-02","8:00p",1,0,"","Atlanta Hawks",86,10,"Toronto Raptors",96,9
"22","201512040ATL",1516,"Regular","2015-12-04","8:00p",1,1,"","Atlanta Hawks",100,10,"Los Angeles Lakers",87,9
"23","201512090DAL",1516,"Regular","2015-12-09","9:30p",0,1,"","Atlanta Hawks",98,10,"Dallas Mavericks",95,11
"24","201512100OKC",1516,"Regular","2015-12-10","8:00p",0,0,"","Atlanta Hawks",94,10,"Oklahoma City Thunder",107,12
"25","201512120ATL",1516,"Regular","2015-12-12","8:00p",1,0,"","Atlanta Hawks",78,13,"San Antonio Spurs",103,13
"26","201512140ATL",1516,"Regular","2015-12-14","8:00p",1,0,"","Atlanta Hawks",88,10,"Miami Heat",100,9
"27","201512160ATL",1516,"Regular","2015-12-16","8:00p",1,1,"","Atlanta Hawks",127,13,"Philadelphia 76ers",106,13
"28","201512180BOS",1516,"Regular","2015-12-18","7:30p",0,1,"","Atlanta Hawks",109,10,"Boston Celtics",101,10
"29","201512200ORL",1516,"Regular","2015-12-20","6:00p",0,1,"","Atlanta Hawks",103,10,"Orlando Magic",100,10
"30","201512210ATL",1516,"Regular","2015-12-21","8:00p",1,1,"","Atlanta Hawks",106,11,"Portland Trail Blazers",97,12
"31","201512230ATL",1516,"Regular","2015-12-23","8:00p",1,1,"","Atlanta Hawks",107,11,"Detroit Pistons",100,10
"32","201512260ATL",1516,"Regular","2015-12-26","7:30p",1,1,"","Atlanta Hawks",117,13,"New York Knicks",98,12
"33","201512280IND",1516,"Regular","2015-12-28","7:00p",0,0,"","Atlanta Hawks",87,10,"Indiana Pacers",93,10
"34","201512290HOU",1516,"Regular","2015-12-29","8:00p",0,1,"","Atlanta Hawks",121,10,"Houston Rockets",115,10
"35","201601030NYK",1516,"Regular","2016-01-03","3:30p",0,0,"","Atlanta Hawks",97,11,"New York Knicks",111,10
"36","201601050ATL",1516,"Regular","2016-01-05","8:00p",1,0,"","Atlanta Hawks",101,10,"New York Knicks",107,9
"37","201601070PHI",1516,"Regular","2016-01-07","7:00p",0,1,"","Atlanta Hawks",126,13,"Philadelphia 76ers",98,13
"38","201601090ATL",1516,"Regular","2016-01-09","5:00p",1,1,"","Atlanta Hawks",120,12,"Chicago Bulls",105,12
"39","201601130CHO",1516,"Regular","2016-01-13","7:00p",0,0,"","Atlanta Hawks",84,12,"Charlotte Hornets",107,13
"40","201601150MIL",1516,"Regular","2016-01-15","8:00p",0,0,"OT","Atlanta Hawks",101,11,"Milwaukee Bucks",108,11
"41","201601160ATL",1516,"Regular","2016-01-16","7:30p",1,1,"","Atlanta Hawks",114,13,"Brooklyn Nets",86,12
"42","201601180ATL",1516,"Regular","2016-01-18","5:00p",1,1,"","Atlanta Hawks",98,13,"Orlando Magic",81,13
"43","201601200POR",1516,"Regular","2016-01-20","10:30p",0,1,"","Atlanta Hawks",104,11,"Portland Trail Blazers",98,10
"44","201601210SAC",1516,"Regular","2016-01-21","10:00p",0,0,"","Atlanta Hawks",88,10,"Sacramento Kings",91,11
"45","201601230PHO",1516,"Regular","2016-01-23","9:00p",0,0,"","Atlanta Hawks",95,10,"Phoenix Suns",98,11
"46","201601250DEN",1516,"Regular","2016-01-25","9:00p",0,1,"","Atlanta Hawks",119,13,"Denver Nuggets",105,12
"47","201601270ATL",1516,"Regular","2016-01-27","8:00p",1,0,"","Atlanta Hawks",83,10,"Los Angeles Clippers",85,10
"48","201601280IND",1516,"Regular","2016-01-28","7:00p",0,0,"","Atlanta Hawks",92,13,"Indiana Pacers",111,13
"49","201601310MIA",1516,"Regular","2016-01-31","6:00p",0,0,"","Atlanta Hawks",87,13,"Miami Heat",105,12
"50","201602010ATL",1516,"Regular","2016-02-01","8:00p",1,1,"","Atlanta Hawks",112,13,"Dallas Mavericks",97,13
"51","201602030PHI",1516,"Regular","2016-02-03","7:00p",0,1,"","Atlanta Hawks",124,13,"Philadelphia 76ers",86,13
"52","201602050ATL",1516,"Regular","2016-02-05","7:00p",1,1,"","Atlanta Hawks",102,10,"Indiana Pacers",96,11
"53","201602070ORL",1516,"Regular","2016-02-07","1:00p",0,0,"","Atlanta Hawks",94,10,"Orlando Magic",96,9
"54","201602080ATL",1516,"Regular","2016-02-08","8:00p",1,0,"OT","Atlanta Hawks",110,10,"Orlando Magic",117,10
"55","201602100CHI",1516,"Regular","2016-02-10","8:00p",0,1,"","Atlanta Hawks",113,13,"Chicago Bulls",90,13
"56","201602190ATL",1516,"Regular","2016-02-19","8:00p",1,0,"","Atlanta Hawks",111,10,"Miami Heat",115,11
"57","201602200ATL",1516,"Regular","2016-02-20","7:30p",1,0,"2OT","Atlanta Hawks",109,10,"Milwaukee Bucks",117,10
"58","201602220ATL",1516,"Regular","2016-02-22","8:00p",1,0,"","Atlanta Hawks",92,10,"Golden State Warriors",102,10
"59","201602260ATL",1516,"Regular","2016-02-26","8:00p",1,1,"","Atlanta Hawks",103,11,"Chicago Bulls",88,13
"60","201602280ATL",1516,"Regular","2016-02-28","3:30p",1,1,"","Atlanta Hawks",87,10,"Charlotte Hornets",76,9
"61","201603010GSW",1516,"Regular","2016-03-01","10:30p",0,0,"OT","Atlanta Hawks",105,10,"Golden State Warriors",109,10
"62","201603040LAL",1516,"Regular","2016-03-04","10:30p",0,1,"","Atlanta Hawks",106,13,"Los Angeles Lakers",77,11
"63","201603050LAC",1516,"Regular","2016-03-05","10:30p",0,1,"","Atlanta Hawks",107,10,"Los Angeles Clippers",97,11
"64","201603080UTA",1516,"Regular","2016-03-08","9:00p",0,1,"","Atlanta Hawks",91,10,"Utah Jazz",84,10
"65","201603100TOR",1516,"Regular","2016-03-10","7:30p",0,0,"","Atlanta Hawks",96,11,"Toronto Raptors",104,9
"66","201603120ATL",1516,"Regular","2016-03-12","7:30p",1,1,"","Atlanta Hawks",95,12,"Memphis Grizzlies",83,12
"67","201603130ATL",1516,"Regular","2016-03-13","6:00p",1,1,"","Atlanta Hawks",104,12,"Indiana Pacers",75,13
"68","201603160DET",1516,"Regular","2016-03-16","7:30p",0,1,"","Atlanta Hawks",118,10,"Detroit Pistons",114,9
"69","201603170ATL",1516,"Regular","2016-03-17","8:00p",1,1,"","Atlanta Hawks",116,12,"Denver Nuggets",98,10
"70","201603190ATL",1516,"Regular","2016-03-19","7:30p",1,1,"","Atlanta Hawks",109,12,"Houston Rockets",97,11
"71","201603210ATL",1516,"Regular","2016-03-21","8:00p",1,0,"","Atlanta Hawks",102,11,"Washington Wizards",117,10
"72","201603230WAS",1516,"Regular","2016-03-23","7:00p",0,1,"","Atlanta Hawks",122,12,"Washington Wizards",101,12
"73","201603250ATL",1516,"Regular","2016-03-25","8:00p",1,1,"","Atlanta Hawks",101,10,"Milwaukee Bucks",90,11
"74","201603260DET",1516,"Regular","2016-03-26","7:30p",0,1,"","Atlanta Hawks",112,10,"Detroit Pistons",95,10
"75","201603280CHI",1516,"Regular","2016-03-28","8:00p",0,1,"","Atlanta Hawks",102,10,"Chicago Bulls",100,11
"76","201603300TOR",1516,"Regular","2016-03-30","7:30p",0,0,"","Atlanta Hawks",97,12,"Toronto Raptors",105,9
"77","201604010ATL",1516,"Regular","2016-04-01","8:00p",1,0,"OT","Atlanta Hawks",108,9,"Cleveland Cavaliers",110,9
"78","201604050ATL",1516,"Regular","2016-04-05","8:00p",1,1,"","Atlanta Hawks",103,10,"Phoenix Suns",90,12
"79","201604070ATL",1516,"Regular","2016-04-07","8:00p",1,1,"","Atlanta Hawks",95,11,"Toronto Raptors",87,12
"80","201604090ATL",1516,"Regular","2016-04-09","7:30p",1,1,"","Atlanta Hawks",118,11,"Boston Celtics",107,13
"81","201604110CLE",1516,"Regular","2016-04-11","7:00p",0,0,"","Atlanta Hawks",94,12,"Cleveland Cavaliers",109,11
"82","201604130WAS",1516,"Regular","2016-04-13","8:00p",0,0,"","Atlanta Hawks",98,12,"Washington Wizards",109,11
"83","201604160ATL",1516,"Playoff","2016-04-16","7:00p",1,1,"","Atlanta Hawks",102,11,"Boston Celtics",101,10
"84","201604190ATL",1516,"Playoff","2016-04-19","7:00p",1,1,"","Atlanta Hawks",89,12,"Boston Celtics",72,13
"85","201604220BOS",1516,"Playoff","2016-04-22","8:00p",0,0,"","Atlanta Hawks",103,11,"Boston Celtics",111,9
"86","201604240BOS",1516,"Playoff","2016-04-24","6:00p",0,0,"OT","Atlanta Hawks",95,10,"Boston Celtics",104,10
"87","201604260ATL",1516,"Playoff","2016-04-26","8:30p",1,1,"","Atlanta Hawks",110,13,"Boston Celtics",83,13
"88","201604280BOS",1516,"Playoff","2016-04-28","8:00p",0,1,"","Atlanta Hawks",104,11,"Boston Celtics",92,12
"89","201605020CLE",1516,"Playoff","2016-05-02","7:00p",0,0,"","Atlanta Hawks",93,11,"Cleveland Cavaliers",104,12
"90","201605040CLE",1516,"Playoff","2016-05-04","8:00p",0,0,"","Atlanta Hawks",98,13,"Cleveland Cavaliers",123,13
"91","201605060ATL",1516,"Playoff","2016-05-06","7:00p",1,0,"","Atlanta Hawks",108,11,"Cleveland Cavaliers",121,11
"92","201605080ATL",1516,"Playoff","2016-05-08","3:30p",1,0,"","Atlanta Hawks",99,9,"Cleveland Cavaliers",100,9
"93","201610270ATL",1617,"Regular","2016-10-27","7:30p",1,1,"","Atlanta Hawks",114,12,"Washington Wizards",99,13
"94","201610290PHI",1617,"Regular","2016-10-29","12:30p",0,1,"","Atlanta Hawks",104,13,"Philadelphia 76ers",72,12
"95","201610310ATL",1617,"Regular","2016-10-31","7:30p",1,1,"","Atlanta Hawks",106,10,"Sacramento Kings",95,11
"96","201611020ATL",1617,"Regular","2016-11-02","7:30p",1,0,"","Atlanta Hawks",116,10,"Los Angeles Lakers",123,10
"97","201611040WAS",1617,"Regular","2016-11-04","7:00p",0,0,"","Atlanta Hawks",92,10,"Washington Wizards",95,10
"98","201611050ATL",1617,"Regular","2016-11-05","7:30p",1,1,"","Atlanta Hawks",112,12,"Houston Rockets",97,13
"99","201611080CLE",1617,"Regular","2016-11-08","7:00p",0,1,"","Atlanta Hawks",110,11,"Cleveland Cavaliers",106,9
"100","201611090ATL",1617,"Regular","2016-11-09","7:30p",1,1,"","Atlanta Hawks",115,10,"Chicago Bulls",107,9
"101","201611120ATL",1617,"Regular","2016-11-12","7:30p",1,1,"","Atlanta Hawks",117,13,"Philadelphia 76ers",96,12
"102","201611150MIA",1617,"Regular","2016-11-15","7:30p",0,1,"","Atlanta Hawks",93,10,"Miami Heat",90,12
"103","201611160ATL",1617,"Regular","2016-11-16","7:30p",1,1,"","Atlanta Hawks",107,10,"Milwaukee Bucks",100,12
"104","201611180CHO",1617,"Regular","2016-11-18","7:00p",0,0,"","Atlanta Hawks",96,10,"Charlotte Hornets",100,11
"105","201611200NYK",1617,"Regular","2016-11-20","12:00p",0,0,"","Atlanta Hawks",94,10,"New York Knicks",104,10
"106","201611220ATL",1617,"Regular","2016-11-22","7:30p",1,0,"","Atlanta Hawks",94,13,"New Orleans Pelicans",112,11
"107","201611230IND",1617,"Regular","2016-11-23","7:00p",0,1,"","Atlanta Hawks",96,10,"Indiana Pacers",85,10
"108","201611250UTA",1617,"Regular","2016-11-25","8:00p",0,0,"","Atlanta Hawks",68,13,"Utah Jazz",95,13
"109","201611270LAL",1617,"Regular","2016-11-27","9:30p",0,0,"","Atlanta Hawks",94,12,"Los Angeles Lakers",109,12
"110","201611280GSW",1617,"Regular","2016-11-28","10:30p",0,0,"","Atlanta Hawks",100,9,"Golden State Warriors",105,11
"111","201611300PHO",1617,"Regular","2016-11-30","9:00p",0,0,"","Atlanta Hawks",107,11,"Phoenix Suns",109,10
"112","201612020ATL",1617,"Regular","2016-12-02","8:00p",1,0,"","Atlanta Hawks",85,12,"Detroit Pistons",121,12
"113","201612030TOR",1617,"Regular","2016-12-03","7:30p",0,0,"","Atlanta Hawks",84,13,"Toronto Raptors",128,13
"114","201612050ATL",1617,"Regular","2016-12-05","7:30p",1,0,"","Atlanta Hawks",99,10,"Oklahoma City Thunder",102,10
"115","201612070ATL",1617,"Regular","2016-12-07","7:30p",1,1,"","Atlanta Hawks",103,10,"Miami Heat",95,12
"116","201612090MIL",1617,"Regular","2016-12-09","8:00p",0,1,"","Atlanta Hawks",114,9,"Milwaukee Bucks",110,9
"117","201612130ATL",1617,"Regular","2016-12-13","7:30p",1,0,"","Atlanta Hawks",120,11,"Orlando Magic",131,12
"118","201612160TOR",1617,"Regular","2016-12-16","7:30p",0,1,"","Atlanta Hawks",125,11,"Toronto Raptors",121,10
"119","201612170ATL",1617,"Regular","2016-12-17","7:30p",1,0,"","Atlanta Hawks",99,9,"Charlotte Hornets",107,10
"120","201612190OKC",1617,"Regular","2016-12-19","8:00p",0,1,"","Atlanta Hawks",110,9,"Oklahoma City Thunder",108,12
"121","201612210ATL",1617,"Regular","2016-12-21","7:30p",1,0,"","Atlanta Hawks",84,10,"Minnesota Timberwolves",92,8
"122","201612230DEN",1617,"Regular","2016-12-23","9:00p",0,1,"","Atlanta Hawks",109,11,"Denver Nuggets",108,11
"123","201612260MIN",1617,"Regular","2016-12-26","8:00p",0,0,"","Atlanta Hawks",90,13,"Minnesota Timberwolves",104,10
"124","201612280ATL",1617,"Regular","2016-12-28","7:30p",1,1,"OT","Atlanta Hawks",102,11,"New York Knicks",98,11
"125","201612300ATL",1617,"Regular","2016-12-30","8:00p",1,1,"","Atlanta Hawks",105,10,"Detroit Pistons",98,9
"126","201701010ATL",1617,"Regular","2017-01-01","6:00p",1,1,"OT","Atlanta Hawks",114,11,"San Antonio Spurs",112,11
"127","201701040ORL",1617,"Regular","2017-01-04","7:00p",0,1,"","Atlanta Hawks",111,11,"Orlando Magic",92,13
"128","201701050NOP",1617,"Regular","2017-01-05","8:00p",0,1,"","Atlanta Hawks",99,10,"New Orleans Pelicans",94,9
"129","201701070DAL",1617,"Regular","2017-01-07","8:30p",0,1,"","Atlanta Hawks",97,11,"Dallas Mavericks",82,13
"130","201701100BRK",1617,"Regular","2017-01-10","7:30p",0,1,"","Atlanta Hawks",117,12,"Brooklyn Nets",97,12
"131","201701130ATL",1617,"Regular","2017-01-13","8:00p",1,0,"","Atlanta Hawks",101,12,"Boston Celtics",103,10
"132","201701150ATL",1617,"Regular","2017-01-15","3:00p",1,1,"","Atlanta Hawks",111,10,"Milwaukee Bucks",98,12
"133","201701160NYK",1617,"Regular","2017-01-16","1:00p",0,1,"","Atlanta Hawks",108,11,"New York Knicks",107,9
"134","201701180DET",1617,"Regular","2017-01-18","8:00p",0,0,"","Atlanta Hawks",95,13,"Detroit Pistons",118,11
"135","201701200ATL",1617,"Regular","2017-01-20","8:00p",1,1,"","Atlanta Hawks",102,13,"Chicago Bulls",93,13
"136","201701210ATL",1617,"Regular","2017-01-21","7:00p",1,1,"","Atlanta Hawks",110,10,"Philadelphia 76ers",93,12
"137","201701230ATL",1617,"Regular","2017-01-23","7:30p",1,0,"","Atlanta Hawks",105,10,"Los Angeles Clippers",115,10
"138","201701250CHI",1617,"Regular","2017-01-25","8:00p",0,1,"","Atlanta Hawks",119,9,"Chicago Bulls",114,10
"139","201701270ATL",1617,"Regular","2017-01-27","8:00p",1,0,"","Atlanta Hawks",86,13,"Washington Wizards",112,12
"140","201701290ATL",1617,"Regular","2017-01-29","3:00p",1,1,"4OT","Atlanta Hawks",142,10,"New York Knicks",139,10
"141","201702010MIA",1617,"Regular","2017-02-01","7:30p",0,0,"","Atlanta Hawks",93,13,"Miami Heat",116,11
"142","201702020HOU",1617,"Regular","2017-02-02","8:00p",0,1,"","Atlanta Hawks",113,9,"Houston Rockets",108,9
"143","201702040ATL",1617,"Regular","2017-02-04","7:00p",1,1,"","Atlanta Hawks",113,13,"Orlando Magic",86,12
"144","201702060ATL",1617,"Regular","2017-02-06","7:30p",1,0,"","Atlanta Hawks",95,12,"Utah Jazz",120,13
"145","201702080ATL",1617,"Regular","2017-02-08","7:30p",1,1,"","Atlanta Hawks",117,10,"Denver Nuggets",106,11
"146","201702100SAC",1617,"Regular","2017-02-10","10:30p",0,0,"","Atlanta Hawks",107,10,"Sacramento Kings",108,9
"147","201702130POR",1617,"Regular","2017-02-13","10:30p",0,1,"OT","Atlanta Hawks",109,10,"Portland Trail Blazers",104,10
"148","201702150LAC",1617,"Regular","2017-02-15","10:30p",0,0,"","Atlanta Hawks",84,13,"Los Angeles Clippers",99,12
"149","201702240ATL",1617,"Regular","2017-02-24","8:00p",1,0,"","Atlanta Hawks",90,13,"Miami Heat",108,11
"150","201702250ORL",1617,"Regular","2017-02-25","7:00p",0,0,"","Atlanta Hawks",86,11,"Orlando Magic",105,12
"151","201702270BOS",1617,"Regular","2017-02-27","7:30p",0,1,"","Atlanta Hawks",114,12,"Boston Celtics",98,13
"152","201703010ATL",1617,"Regular","2017-03-01","7:30p",1,1,"","Atlanta Hawks",100,9,"Dallas Mavericks",95,12
"153","201703030ATL",1617,"Regular","2017-03-03","7:00p",1,0,"","Atlanta Hawks",130,9,"Cleveland Cavaliers",135,10
"154","201703050ATL",1617,"Regular","2017-03-05","1:00p",1,0,"","Atlanta Hawks",96,9,"Indiana Pacers",97,11
"155","201703060ATL",1617,"Regular","2017-03-06","7:30p",1,0,"","Atlanta Hawks",111,9,"Golden State Warriors",119,12
"156","201703080ATL",1617,"Regular","2017-03-08","7:30p",1,1,"","Atlanta Hawks",110,9,"Brooklyn Nets",105,11
"157","201703100ATL",1617,"Regular","2017-03-10","8:00p",1,1,"","Atlanta Hawks",105,9,"Toronto Raptors",99,9
"158","201703110MEM",1617,"Regular","2017-03-11","9:00p",0,1,"","Atlanta Hawks",107,12,"Memphis Grizzlies",90,12
"159","201703130SAS",1617,"Regular","2017-03-13","8:00p",0,0,"","Atlanta Hawks",99,10,"San Antonio Spurs",107,13
"160","201703160ATL",1617,"Regular","2017-03-16","7:30p",1,0,"","Atlanta Hawks",91,12,"Memphis Grizzlies",103,12
"161","201703180ATL",1617,"Regular","2017-03-18","6:00p",1,0,"","Atlanta Hawks",97,12,"Portland Trail Blazers",113,12
"162","201703200CHO",1617,"Regular","2017-03-20","7:00p",0,0,"","Atlanta Hawks",90,12,"Charlotte Hornets",105,13
"163","201703220WAS",1617,"Regular","2017-03-22","8:00p",0,0,"","Atlanta Hawks",100,10,"Washington Wizards",104,10
"164","201703240MIL",1617,"Regular","2017-03-24","8:00p",0,0,"","Atlanta Hawks",97,10,"Milwaukee Bucks",100,11
"165","201703260ATL",1617,"Regular","2017-03-26","1:00p",1,0,"","Atlanta Hawks",92,12,"Brooklyn Nets",107,11
"166","201703280ATL",1617,"Regular","2017-03-28","7:30p",1,1,"","Atlanta Hawks",95,11,"Phoenix Suns",91,9
"167","201703290PHI",1617,"Regular","2017-03-29","7:00p",0,1,"","Atlanta Hawks",99,10,"Philadelphia 76ers",92,11
"168","201704010CHI",1617,"Regular","2017-04-01","5:00p",0,0,"","Atlanta Hawks",104,10,"Chicago Bulls",106,9
"169","201704020BRK",1617,"Regular","2017-04-02","6:00p",0,0,"","Atlanta Hawks",82,10,"Brooklyn Nets",91,11
"170","201704060ATL",1617,"Regular","2017-04-06","8:00p",1,1,"","Atlanta Hawks",123,11,"Boston Celtics",116,11
"171","201704070CLE",1617,"Regular","2017-04-07","7:30p",0,1,"","Atlanta Hawks",114,11,"Cleveland Cavaliers",100,13
"172","201704090ATL",1617,"Regular","2017-04-09","3:30p",1,1,"OT","Atlanta Hawks",126,9,"Cleveland Cavaliers",125,9
"173","201704110ATL",1617,"Regular","2017-04-11","7:30p",1,1,"","Atlanta Hawks",103,13,"Charlotte Hornets",76,11
"174","201704120IND",1617,"Regular","2017-04-12","8:00p",0,0,"","Atlanta Hawks",86,10,"Indiana Pacers",104,10
"175","201704160WAS",1617,"Playoff","2017-04-16","1:00p",0,0,"","Atlanta Hawks",107,10,"Washington Wizards",114,10
"176","201704190WAS",1617,"Playoff","2017-04-19","7:00p",0,0,"","Atlanta Hawks",101,11,"Washington Wizards",109,9
"177","201704220ATL",1617,"Playoff","2017-04-22","5:30p",1,1,"","Atlanta Hawks",116,13,"Washington Wizards",98,12
"178","201704240ATL",1617,"Playoff","2017-04-24","8:00p",1,1,"","Atlanta Hawks",111,11,"Washington Wizards",101,12
"179","201704260WAS",1617,"Playoff","2017-04-26","6:00p",0,0,"","Atlanta Hawks",99,11,"Washington Wizards",103,10
"180","201704280ATL",1617,"Playoff","2017-04-28","7:30p",1,0,"","Atlanta Hawks",99,10,"Washington Wizards",115,12
"181","201710180DAL",1718,"Regular","2017-10-18","8:30p",0,1,"","Atlanta Hawks",117,12,"Dallas Mavericks",111,10
"182","201710200CHO",1718,"Regular","2017-10-20","7:00p",0,0,"","Atlanta Hawks",91,13,"Charlotte Hornets",109,13
"183","201710220BRK",1718,"Regular","2017-10-22","3:30p",0,0,"","Atlanta Hawks",104,13,"Brooklyn Nets",116,11
"184","201710230MIA",1718,"Regular","2017-10-23","7:30p",0,0,"","Atlanta Hawks",93,10,"Miami Heat",104,9
"185","201710260CHI",1718,"Regular","2017-10-26","8:00p",0,0,"","Atlanta Hawks",86,10,"Chicago Bulls",91,9
"186","201710270ATL",1718,"Regular","2017-10-27","7:30p",1,0,"","Atlanta Hawks",100,11,"Denver Nuggets",105,10
"187","201710290ATL",1718,"Regular","2017-10-29","3:30p",1,0,"","Atlanta Hawks",106,11,"Milwaukee Bucks",117,11
"188","201711010PHI",1718,"Regular","2017-11-01","7:00p",0,0,"","Atlanta Hawks",109,12,"Philadelphia 76ers",119,9
"189","201711030ATL",1718,"Regular","2017-11-03","7:30p",1,0,"","Atlanta Hawks",104,12,"Houston Rockets",119,12
"190","201711050CLE",1718,"Regular","2017-11-05","3:00p",0,1,"","Atlanta Hawks",117,9,"Cleveland Cavaliers",115,11
"191","201711060ATL",1718,"Regular","2017-11-06","7:30p",1,0,"","Atlanta Hawks",107,10,"Boston Celtics",110,11
"192","201711100DET",1718,"Regular","2017-11-10","7:00p",0,0,"","Atlanta Hawks",104,12,"Detroit Pistons",111,10
"193","201711110WAS",1718,"Regular","2017-11-11","7:00p",0,0,"","Atlanta Hawks",94,11,"Washington Wizards",113,12
"194","201711130NOP",1718,"Regular","2017-11-13","8:00p",0,0,"","Atlanta Hawks",105,10,"New Orleans Pelicans",106,10
"195","201711150ATL",1718,"Regular","2017-11-15","7:30p",1,1,"","Atlanta Hawks",126,11,"Sacramento Kings",80,13
"196","201711180ATL",1718,"Regular","2017-11-18","7:30p",1,0,"","Atlanta Hawks",99,10,"Boston Celtics",110,11
"197","201711200SAS",1718,"Regular","2017-11-20","8:30p",0,0,"","Atlanta Hawks",85,11,"San Antonio Spurs",96,12
"198","201711220ATL",1718,"Regular","2017-11-22","7:30p",1,0,"","Atlanta Hawks",103,11,"Los Angeles Clippers",116,11
"199","201711240ATL",1718,"Regular","2017-11-24","7:30p",1,1,"","Atlanta Hawks",116,10,"New York Knicks",104,9
"200","201711250ATL",1718,"Regular","2017-11-25","7:30p",1,0,"","Atlanta Hawks",78,13,"Toronto Raptors",112,12
"201","201711300ATL",1718,"Regular","2017-11-30","7:30p",1,0,"","Atlanta Hawks",114,11,"Cleveland Cavaliers",121,10
"202","201712020BRK",1718,"Regular","2017-12-02","3:00p",0,1,"","Atlanta Hawks",114,10,"Brooklyn Nets",102,12
"203","201712040ATL",1718,"Regular","2017-12-04","7:30p",1,0,"","Atlanta Hawks",90,12,"Brooklyn Nets",110,11
"204","201712060ORL",1718,"Regular","2017-12-06","7:00p",0,0,"OT","Atlanta Hawks",106,10,"Orlando Magic",110,10
"205","201712090ATL",1718,"Regular","2017-12-09","7:30p",1,1,"","Atlanta Hawks",117,10,"Orlando Magic",110,10
"206","201712100NYK",1718,"Regular","2017-12-10","7:30p",0,0,"","Atlanta Hawks",107,11,"New York Knicks",111,10
"207","201712120CLE",1718,"Regular","2017-12-12","7:00p",0,0,"","Atlanta Hawks",114,12,"Cleveland Cavaliers",123,12
"208","201712140ATL",1718,"Regular","2017-12-14","7:30p",1,0,"","Atlanta Hawks",91,13,"Detroit Pistons",105,12
"209","201712150MEM",1718,"Regular","2017-12-15","8:00p",0,0,"","Atlanta Hawks",94,10,"Memphis Grizzlies",96,10
"210","201712180ATL",1718,"Regular","2017-12-18","7:30p",1,1,"","Atlanta Hawks",110,11,"Miami Heat",104,11
"211","201712200ATL",1718,"Regular","2017-12-20","7:30p",1,0,"","Atlanta Hawks",95,11,"Indiana Pacers",105,11
"212","201712220OKC",1718,"Regular","2017-12-22","8:00p",0,0,"","Atlanta Hawks",117,10,"Oklahoma City Thunder",120,10
"213","201712230ATL",1718,"Regular","2017-12-23","7:30p",1,1,"","Atlanta Hawks",112,10,"Dallas Mavericks",107,11
"214","201712270ATL",1718,"Regular","2017-12-27","7:30p",1,1,"","Atlanta Hawks",113,10,"Washington Wizards",99,11
"215","201712290TOR",1718,"Regular","2017-12-29","7:30p",0,0,"","Atlanta Hawks",98,11,"Toronto Raptors",111,11
"216","201712300ATL",1718,"Regular","2017-12-30","7:30p",1,1,"","Atlanta Hawks",104,11,"Portland Trail Blazers",89,12
