"","game_id","season","type","date","time","home","win","overtimes","team","pts","players","opp","opp_pts","opp_players"
"1743","201602190CHI",1516,"Regular","2016-02-19","8:00p",1,1,"","Chicago Bulls",116,11,"Toronto Raptors",106,10
"1744","201602210CHI",1516,"Regular","2016-02-21","8:00p",1,1,"","Chicago Bulls",126,11,"Los Angeles Lakers",115,9
"1745","201602240CHI",1516,"Regular","2016-02-24","8:00p",1,1,"","Chicago Bulls",109,12,"Washington Wizards",104,10
"1746","201602260ATL",1516,"Regular","2016-02-26","8:00p",0,0,"","Chicago Bulls",88,13,"Atlanta Hawks",103,11
"1747","201602270CHI",1516,"Regular","2016-02-27","8:00p",1,0,"","Chicago Bulls",95,12,"Portland Trail Blazers",103,10
"1748","201603010MIA",1516,"Regular","2016-03-01","7:30p",0,0,"","Chicago Bulls",111,13,"Miami Heat",129,8
"1749","201603020ORL",1516,"Regular","2016-03-02","7:00p",0,0,"","Chicago Bulls",89,13,"Orlando Magic",102,13
"1750","201603050CHI",1516,"Regular","2016-03-05","8:30p",1,1,"","Chicago Bulls",108,10,"Houston Rockets",100,11
"1751","201603070CHI",1516,"Regular","2016-03-07","8:00p",1,1,"","Chicago Bulls",100,11,"Milwaukee Bucks",90,10
"1752","201603100SAS",1516,"Regular","2016-03-10","8:00p",0,0,"","Chicago Bulls",101,10,"San Antonio Spurs",109,13
"1753","201603110CHI",1516,"Regular","2016-03-11","8:00p",1,0,"","Chicago Bulls",96,13,"Miami Heat",118,11
"1754","201603140TOR",1516,"Regular","2016-03-14","7:30p",0,1,"","Chicago Bulls",109,12,"Toronto Raptors",107,11
"1755","201603160WAS",1516,"Regular","2016-03-16","7:00p",0,0,"","Chicago Bulls",96,12,"Washington Wizards",117,12
"1756","201603170CHI",1516,"Regular","2016-03-17","8:00p",1,1,"","Chicago Bulls",118,11,"Brooklyn Nets",102,10
"1757","201603190CHI",1516,"Regular","2016-03-19","8:00p",1,1,"","Chicago Bulls",92,12,"Utah Jazz",85,10
"1758","201603210CHI",1516,"Regular","2016-03-21","8:00p",1,1,"","Chicago Bulls",109,11,"Sacramento Kings",102,12
"1759","201603230CHI",1516,"Regular","2016-03-23","8:00p",1,0,"","Chicago Bulls",107,11,"New York Knicks",115,10
"1760","201603240NYK",1516,"Regular","2016-03-24","7:30p",0,0,"","Chicago Bulls",94,12,"New York Knicks",106,10
"1761","201603260ORL",1516,"Regular","2016-03-26","7:00p",0,0,"","Chicago Bulls",89,13,"Orlando Magic",111,13
"1762","201603280CHI",1516,"Regular","2016-03-28","8:00p",1,0,"","Chicago Bulls",100,11,"Atlanta Hawks",102,10
"1763","201603290IND",1516,"Regular","2016-03-29","7:00p",0,1,"","Chicago Bulls",98,12,"Indiana Pacers",96,11
"1764","201603310HOU",1516,"Regular","2016-03-31","7:00p",0,1,"","Chicago Bulls",103,12,"Houston Rockets",100,9
"1765","201604020CHI",1516,"Regular","2016-04-02","8:00p",1,0,"","Chicago Bulls",90,11,"Detroit Pistons",94,9
"1766","201604030MIL",1516,"Regular","2016-04-03","7:00p",0,1,"","Chicago Bulls",102,10,"Milwaukee Bucks",98,12
"1767","201604050MEM",1516,"Regular","2016-04-05","8:00p",0,0,"","Chicago Bulls",92,10,"Memphis Grizzlies",108,11
"1768","201604070MIA",1516,"Regular","2016-04-07","8:00p",0,0,"","Chicago Bulls",98,9,"Miami Heat",106,10
"1769","201604090CHI",1516,"Regular","2016-04-09","8:30p",1,1,"","Chicago Bulls",105,12,"Cleveland Cavaliers",102,9
"1770","201604110NOP",1516,"Regular","2016-04-11","8:00p",0,1,"","Chicago Bulls",121,9,"New Orleans Pelicans",116,13
"1771","201604130CHI",1516,"Regular","2016-04-13","8:00p",1,1,"","Chicago Bulls",115,13,"Philadelphia 76ers",105,10
"1772","201610270CHI",1617,"Regular","2016-10-27","8:00p",1,1,"","Chicago Bulls",105,10,"Boston Celtics",99,10
"1773","201610290CHI",1617,"Regular","2016-10-29","8:00p",1,1,"","Chicago Bulls",118,13,"Indiana Pacers",101,13
"1774","201610310BRK",1617,"Regular","2016-10-31","7:30p",0,1,"","Chicago Bulls",118,13,"Brooklyn Nets",88,12
"1775","201611020BOS",1617,"Regular","2016-11-02","8:00p",0,0,"","Chicago Bulls",100,11,"Boston Celtics",107,12
"1776","201611040CHI",1617,"Regular","2016-11-04","8:00p",1,0,"","Chicago Bulls",104,12,"New York Knicks",117,10
"1777","201611050IND",1617,"Regular","2016-11-05","7:00p",0,0,"","Chicago Bulls",94,13,"Indiana Pacers",111,13
"1778","201611070CHI",1617,"Regular","2016-11-07","8:00p",1,1,"","Chicago Bulls",112,13,"Orlando Magic",80,13
"1779","201611090ATL",1617,"Regular","2016-11-09","7:30p",0,0,"","Chicago Bulls",107,9,"Atlanta Hawks",115,10
"1780","201611100MIA",1617,"Regular","2016-11-10","8:00p",0,1,"","Chicago Bulls",98,9,"Miami Heat",95,9
"1781","201611120CHI",1617,"Regular","2016-11-12","8:00p",1,1,"","Chicago Bulls",106,10,"Washington Wizards",95,9
"1782","201611150POR",1617,"Regular","2016-11-15","10:00p",0,1,"","Chicago Bulls",113,13,"Portland Trail Blazers",88,13
"1783","201611170UTA",1617,"Regular","2016-11-17","10:30p",0,1,"","Chicago Bulls",85,10,"Utah Jazz",77,11
"1784","201611190LAC",1617,"Regular","2016-11-19","10:30p",0,0,"","Chicago Bulls",95,12,"Los Angeles Clippers",102,11
"1785","201611200LAL",1617,"Regular","2016-11-20","9:30p",0,1,"","Chicago Bulls",118,12,"Los Angeles Lakers",110,10
"1786","201611220DEN",1617,"Regular","2016-11-22","9:00p",0,0,"","Chicago Bulls",107,10,"Denver Nuggets",110,10
"1787","201611250PHI",1617,"Regular","2016-11-25","7:30p",0,1,"","Chicago Bulls",105,13,"Philadelphia 76ers",89,13
"1788","201611300CHI",1617,"Regular","2016-11-30","8:00p",1,0,"","Chicago Bulls",90,11,"Los Angeles Lakers",96,11
"1789","201612020CHI",1617,"Regular","2016-12-02","8:00p",1,1,"","Chicago Bulls",111,9,"Cleveland Cavaliers",105,8
"1790","201612030DAL",1617,"Regular","2016-12-03","8:30p",0,0,"","Chicago Bulls",82,13,"Dallas Mavericks",107,13
"1791","201612050CHI",1617,"Regular","2016-12-05","8:00p",1,0,"","Chicago Bulls",110,10,"Portland Trail Blazers",112,9
"1792","201612060DET",1617,"Regular","2016-12-06","7:30p",0,0,"","Chicago Bulls",91,9,"Detroit Pistons",102,10
"1793","201612080CHI",1617,"Regular","2016-12-08","9:30p",1,1,"","Chicago Bulls",95,9,"San Antonio Spurs",91,11
"1794","201612100CHI",1617,"Regular","2016-12-10","8:00p",1,1,"","Chicago Bulls",105,10,"Miami Heat",100,12
"1795","201612130CHI",1617,"Regular","2016-12-13","8:00p",1,0,"","Chicago Bulls",94,9,"Minnesota Timberwolves",99,9
"1796","201612150MIL",1617,"Regular","2016-12-15","8:00p",0,0,"","Chicago Bulls",97,9,"Milwaukee Bucks",108,9
"1797","201612160CHI",1617,"Regular","2016-12-16","8:00p",1,0,"","Chicago Bulls",69,12,"Milwaukee Bucks",95,13
"1798","201612190CHI",1617,"Regular","2016-12-19","8:00p",1,1,"","Chicago Bulls",113,13,"Detroit Pistons",82,13
"1799","201612210CHI",1617,"Regular","2016-12-21","8:00p",1,0,"","Chicago Bulls",97,9,"Washington Wizards",107,10
"1800","201612230CHO",1617,"Regular","2016-12-23","7:00p",0,0,"","Chicago Bulls",91,9,"Charlotte Hornets",103,10
"1801","201612250SAS",1617,"Regular","2016-12-25","5:00p",0,0,"","Chicago Bulls",100,12,"San Antonio Spurs",119,13
"1802","201612260CHI",1617,"Regular","2016-12-26","8:00p",1,1,"","Chicago Bulls",90,9,"Indiana Pacers",85,10
"1803","201612280CHI",1617,"Regular","2016-12-28","8:00p",1,1,"","Chicago Bulls",101,10,"Brooklyn Nets",99,10
"1804","201612300IND",1617,"Regular","2016-12-30","4:00p",0,0,"","Chicago Bulls",101,10,"Indiana Pacers",111,10
"1805","201612310CHI",1617,"Regular","2016-12-31","7:00p",1,0,"","Chicago Bulls",96,12,"Milwaukee Bucks",116,12
"1806","201701020CHI",1617,"Regular","2017-01-02","8:00p",1,1,"","Chicago Bulls",118,9,"Charlotte Hornets",111,9
"1807","201701040CLE",1617,"Regular","2017-01-04","8:00p",0,1,"","Chicago Bulls",106,9,"Cleveland Cavaliers",94,12
"1808","201701070CHI",1617,"Regular","2017-01-07","8:00p",1,1,"OT","Chicago Bulls",123,11,"Toronto Raptors",118,11
"1809","201701090CHI",1617,"Regular","2017-01-09","8:00p",1,0,"","Chicago Bulls",94,12,"Oklahoma City Thunder",109,10
"1810","201701100WAS",1617,"Regular","2017-01-10","7:00p",0,0,"","Chicago Bulls",99,11,"Washington Wizards",101,10
"1811","201701120NYK",1617,"Regular","2017-01-12","8:00p",0,0,"","Chicago Bulls",89,12,"New York Knicks",104,11
"1812","201701140CHI",1617,"Regular","2017-01-14","5:00p",1,1,"","Chicago Bulls",107,10,"New Orleans Pelicans",99,10
"1813","201701150MEM",1617,"Regular","2017-01-15","9:00p",0,1,"","Chicago Bulls",108,11,"Memphis Grizzlies",104,9
"1814","201701170CHI",1617,"Regular","2017-01-17","8:00p",1,0,"","Chicago Bulls",98,11,"Dallas Mavericks",99,10
"1815","201701200ATL",1617,"Regular","2017-01-20","8:00p",0,0,"","Chicago Bulls",93,13,"Atlanta Hawks",102,13
"1816","201701210CHI",1617,"Regular","2017-01-21","9:00p",1,1,"","Chicago Bulls",102,10,"Sacramento Kings",99,10
"1817","201701240ORL",1617,"Regular","2017-01-24","7:00p",0,1,"","Chicago Bulls",100,10,"Orlando Magic",92,12
"1818","201701250CHI",1617,"Regular","2017-01-25","8:00p",1,0,"","Chicago Bulls",114,10,"Atlanta Hawks",119,9
"1819","201701270CHI",1617,"Regular","2017-01-27","8:00p",1,0,"","Chicago Bulls",88,10,"Miami Heat",100,11
"1820","201701290CHI",1617,"Regular","2017-01-29","7:00p",1,1,"","Chicago Bulls",121,10,"Philadelphia 76ers",108,12
"1821","201702010OKC",1617,"Regular","2017-02-01","9:30p",0,1,"","Chicago Bulls",128,13,"Oklahoma City Thunder",100,13
"1822","201702030HOU",1617,"Regular","2017-02-03","8:00p",0,0,"OT","Chicago Bulls",117,11,"Houston Rockets",121,11
"1823","201702060SAC",1617,"Regular","2017-02-06","10:30p",0,1,"","Chicago Bulls",112,10,"Sacramento Kings",107,10
"1824","201702080GSW",1617,"Regular","2017-02-08","10:30p",0,0,"","Chicago Bulls",92,12,"Golden State Warriors",123,13
"1825","201702100PHO",1617,"Regular","2017-02-10","10:30p",0,0,"","Chicago Bulls",97,13,"Phoenix Suns",115,13
"1826","201702120MIN",1617,"Regular","2017-02-12","3:30p",0,0,"","Chicago Bulls",89,13,"Minnesota Timberwolves",117,11
"1827","201702140CHI",1617,"Regular","2017-02-14","8:00p",1,1,"","Chicago Bulls",105,13,"Toronto Raptors",94,10
"1828","201702160CHI",1617,"Regular","2017-02-16","8:00p",1,1,"","Chicago Bulls",104,11,"Boston Celtics",103,11
"1829","201702240CHI",1617,"Regular","2017-02-24","8:00p",1,1,"OT","Chicago Bulls",128,10,"Phoenix Suns",121,10
"1830","201702250CLE",1617,"Regular","2017-02-25","8:30p",0,1,"","Chicago Bulls",117,11,"Cleveland Cavaliers",99,11
"1831","201702280CHI",1617,"Regular","2017-02-28","8:00p",1,0,"","Chicago Bulls",107,12,"Denver Nuggets",125,11
"1832","201703020CHI",1617,"Regular","2017-03-02","8:00p",1,1,"","Chicago Bulls",94,11,"Golden State Warriors",87,11
"1833","201703040CHI",1617,"Regular","2017-03-04","8:30p",1,0,"","Chicago Bulls",91,11,"Los Angeles Clippers",101,10
"1834","201703060DET",1617,"Regular","2017-03-06","7:30p",0,0,"","Chicago Bulls",95,12,"Detroit Pistons",109,9
"1835","201703080ORL",1617,"Regular","2017-03-08","7:00p",0,0,"","Chicago Bulls",91,10,"Orlando Magic",98,11
"1836","201703100CHI",1617,"Regular","2017-03-10","8:00p",1,0,"","Chicago Bulls",94,12,"Houston Rockets",115,12
"1837","201703120BOS",1617,"Regular","2017-03-12","3:30p",0,0,"","Chicago Bulls",80,13,"Boston Celtics",100,10
"1838","201703130CHO",1617,"Regular","2017-03-13","7:00p",0,1,"","Chicago Bulls",115,10,"Charlotte Hornets",109,12
"1839","201703150CHI",1617,"Regular","2017-03-15","8:00p",1,0,"","Chicago Bulls",91,10,"Memphis Grizzlies",98,11
"1840","201703170WAS",1617,"Regular","2017-03-17","7:00p",0,0,"","Chicago Bulls",107,10,"Washington Wizards",112,9
"1841","201703180CHI",1617,"Regular","2017-03-18","9:00p",1,1,"","Chicago Bulls",95,10,"Utah Jazz",86,10
"1842","201703210TOR",1617,"Regular","2017-03-21","7:00p",0,0,"OT","Chicago Bulls",120,10,"Toronto Raptors",122,10
"1843","201703220CHI",1617,"Regular","2017-03-22","8:00p",1,1,"","Chicago Bulls",117,12,"Detroit Pistons",95,13
"1844","201703240CHI",1617,"Regular","2017-03-24","8:00p",1,0,"","Chicago Bulls",107,10,"Philadelphia 76ers",117,12
"1845","201703260MIL",1617,"Regular","2017-03-26","3:30p",0,1,"","Chicago Bulls",109,12,"Milwaukee Bucks",94,13
"1846","201703300CHI",1617,"Regular","2017-03-30","8:00p",1,1,"","Chicago Bulls",99,10,"Cleveland Cavaliers",93,10
"1847","201704010CHI",1617,"Regular","2017-04-01","5:00p",1,1,"","Chicago Bulls",106,9,"Atlanta Hawks",104,10
"1848","201704020NOP",1617,"Regular","2017-04-02","6:00p",0,1,"","Chicago Bulls",117,9,"New Orleans Pelicans",110,10
"1849","201704040NYK",1617,"Regular","2017-04-04","8:00p",0,0,"","Chicago Bulls",91,11,"New York Knicks",100,11
"1850","201704060PHI",1617,"Regular","2017-04-06","7:00p",0,1,"","Chicago Bulls",102,13,"Philadelphia 76ers",90,13
"1851","201704080BRK",1617,"Regular","2017-04-08","5:00p",0,0,"","Chicago Bulls",106,12,"Brooklyn Nets",107,12
"1852","201704100CHI",1617,"Regular","2017-04-10","8:00p",1,1,"","Chicago Bulls",122,13,"Orlando Magic",75,12
"1853","201704120CHI",1617,"Regular","2017-04-12","8:00p",1,1,"","Chicago Bulls",112,13,"Brooklyn Nets",73,10
"1854","201704160BOS",1617,"Playoff","2017-04-16","6:30p",0,1,"","Chicago Bulls",106,9,"Boston Celtics",102,11
"1855","201704180BOS",1617,"Playoff","2017-04-18","8:00p",0,1,"","Chicago Bulls",111,11,"Boston Celtics",97,11
"1856","201704210CHI",1617,"Playoff","2017-04-21","7:00p",1,0,"","Chicago Bulls",87,13,"Boston Celtics",104,12
"1857","201704230CHI",1617,"Playoff","2017-04-23","6:30p",1,0,"","Chicago Bulls",95,11,"Boston Celtics",104,10
"1858","201704260BOS",1617,"Playoff","2017-04-26","8:30p",0,0,"","Chicago Bulls",97,11,"Boston Celtics",108,9
"1859","201704280CHI",1617,"Playoff","2017-04-28","8:00p",1,0,"","Chicago Bulls",83,13,"Boston Celtics",105,12
"1860","201710190TOR",1718,"Regular","2017-10-19","7:30p",0,0,"","Chicago Bulls",100,13,"Toronto Raptors",117,12
"1861","201710210CHI",1718,"Regular","2017-10-21","8:00p",1,0,"","Chicago Bulls",77,9,"San Antonio Spurs",87,11
"1862","201710240CLE",1718,"Regular","2017-10-24","7:00p",0,0,"","Chicago Bulls",112,11,"Cleveland Cavaliers",119,10
"1863","201710260CHI",1718,"Regular","2017-10-26","8:00p",1,1,"","Chicago Bulls",91,9,"Atlanta Hawks",86,10
"1864","201710280CHI",1718,"Regular","2017-10-28","8:00p",1,0,"","Chicago Bulls",69,11,"Oklahoma City Thunder",101,13
"1865","201711010MIA",1718,"Regular","2017-11-01","7:30p",0,0,"","Chicago Bulls",91,10,"Miami Heat",97,10
"1866","201711030ORL",1718,"Regular","2017-11-03","7:00p",0,1,"","Chicago Bulls",105,12,"Orlando Magic",83,13
"1867","201711040CHI",1718,"Regular","2017-11-04","8:00p",1,0,"OT","Chicago Bulls",90,9,"New Orleans Pelicans",96,9
"1868","201711070TOR",1718,"Regular","2017-11-07","7:30p",0,0,"","Chicago Bulls",114,10,"Toronto Raptors",119,12
"1869","201711100CHI",1718,"Regular","2017-11-10","8:00p",1,0,"","Chicago Bulls",87,11,"Indiana Pacers",105,13
"1870","201711110SAS",1718,"Regular","2017-11-11","8:30p",0,0,"","Chicago Bulls",94,11,"San Antonio Spurs",133,12
"1871","201711150OKC",1718,"Regular","2017-11-15","8:00p",0,0,"","Chicago Bulls",79,11,"Oklahoma City Thunder",92,12
"1872","201711170CHI",1718,"Regular","2017-11-17","8:00p",1,1,"","Chicago Bulls",123,12,"Charlotte Hornets",120,10
"1873","201711190PHO",1718,"Regular","2017-11-19","8:00p",0,0,"","Chicago Bulls",105,10,"Phoenix Suns",113,10
"1874","201711210LAL",1718,"Regular","2017-11-21","10:30p",0,0,"","Chicago Bulls",94,9,"Los Angeles Lakers",103,10
"1875","201711220UTA",1718,"Regular","2017-11-22","9:00p",0,0,"","Chicago Bulls",80,12,"Utah Jazz",110,12
"1876","201711240GSW",1718,"Regular","2017-11-24","10:30p",0,0,"","Chicago Bulls",94,12,"Golden State Warriors",143,13
"1877","201711260CHI",1718,"Regular","2017-11-26","3:30p",1,0,"","Chicago Bulls",93,9,"Miami Heat",100,9
"1878","201711280CHI",1718,"Regular","2017-11-28","8:00p",1,0,"","Chicago Bulls",99,10,"Phoenix Suns",104,10
"1879","201711300DEN",1718,"Regular","2017-11-30","9:00p",0,0,"","Chicago Bulls",110,9,"Denver Nuggets",111,10
"1880","201712010CHI",1718,"Regular","2017-12-01","8:00p",1,0,"","Chicago Bulls",106,10,"Sacramento Kings",107,11
"1881","201712040CHI",1718,"Regular","2017-12-04","8:00p",1,0,"","Chicago Bulls",91,12,"Cleveland Cavaliers",113,11
"1882","201712060IND",1718,"Regular","2017-12-06","7:00p",0,0,"","Chicago Bulls",96,9,"Indiana Pacers",98,10
"1883","201712080CHO",1718,"Regular","2017-12-08","7:00p",0,1,"OT","Chicago Bulls",119,10,"Charlotte Hornets",111,10
"1884","201712090CHI",1718,"Regular","2017-12-09","8:00p",1,1,"","Chicago Bulls",104,10,"New York Knicks",102,10
"1885","201712110CHI",1718,"Regular","2017-12-11","8:00p",1,1,"","Chicago Bulls",108,12,"Boston Celtics",85,13
"1886","201712130CHI",1718,"Regular","2017-12-13","8:00p",1,1,"","Chicago Bulls",103,9,"Utah Jazz",100,11
"1887","201712150MIL",1718,"Regular","2017-12-15","8:00p",0,1,"","Chicago Bulls",115,9,"Milwaukee Bucks",109,13
"1888","201712180CHI",1718,"Regular","2017-12-18","8:00p",1,1,"","Chicago Bulls",117,10,"Philadelphia 76ers",115,9
"1889","201712200CHI",1718,"Regular","2017-12-20","8:00p",1,1,"","Chicago Bulls",112,12,"Orlando Magic",94,12
"1890","201712210CLE",1718,"Regular","2017-12-21","7:00p",0,0,"","Chicago Bulls",112,10,"Cleveland Cavaliers",115,10
"1891","201712230BOS",1718,"Regular","2017-12-23","7:30p",0,0,"","Chicago Bulls",92,12,"Boston Celtics",117,12
"1892","201712260MIL",1718,"Regular","2017-12-26","8:00p",0,1,"","Chicago Bulls",115,10,"Milwaukee Bucks",106,9
"1893","201712270CHI",1718,"Regular","2017-12-27","8:00p",1,1,"","Chicago Bulls",92,10,"New York Knicks",87,9
"1894","201712290CHI",1718,"Regular","2017-12-29","8:00p",1,1,"","Chicago Bulls",119,10,"Indiana Pacers",107,9
"1895","201712310WAS",1718,"Regular","2017-12-31","3:30p",0,0,"","Chicago Bulls",110,10,"Washington Wizards",114,10
"1896","201801010CHI",1718,"Regular","2018-01-01","8:00p",1,0,"OT","Chicago Bulls",120,9,"Portland Trail Blazers",124,9
"1897","201801030CHI",1718,"Regular","2018-01-03","8:00p",1,0,"","Chicago Bulls",115,10,"Toronto Raptors",124,12
"1898","201801050DAL",1718,"Regular","2018-01-05","8:30p",0,1,"","Chicago Bulls",127,10,"Dallas Mavericks",124,10
"1899","201801060IND",1718,"Regular","2018-01-06","7:00p",0,0,"","Chicago Bulls",86,11,"Indiana Pacers",125,11
"1900","201801080CHI",1718,"Regular","2018-01-08","8:00p",1,0,"","Chicago Bulls",107,11,"Houston Rockets",116,9
"1901","201801100NYK",1718,"Regular","2018-01-10","7:30p",0,1,"2OT","Chicago Bulls",122,11,"New York Knicks",119,11
"1902","201801130CHI",1718,"Regular","2018-01-13","8:00p",1,1,"","Chicago Bulls",107,10,"Detroit Pistons",105,9
"1903","201801150CHI",1718,"Regular","2018-01-15","3:30p",1,1,"","Chicago Bulls",119,10,"Miami Heat",111,9
"1904","201801170CHI",1718,"Regular","2018-01-17","8:00p",1,0,"","Chicago Bulls",112,10,"Golden State Warriors",119,12
"1905","201801200ATL",1718,"Regular","2018-01-20","5:00p",0,1,"","Chicago Bulls",113,11,"Atlanta Hawks",97,13
"1906","201801220NOP",1718,"Regular","2018-01-22","8:00p",0,0,"2OT","Chicago Bulls",128,10,"New Orleans Pelicans",132,10
"1907","201801240PHI",1718,"Regular","2018-01-24","7:00p",0,0,"","Chicago Bulls",101,13,"Philadelphia 76ers",115,11
"1908","201801260CHI",1718,"Regular","2018-01-26","8:00p",1,0,"","Chicago Bulls",103,10,"Los Angeles Lakers",108,10
"1909","201801280CHI",1718,"Regular","2018-01-28","3:30p",1,0,"","Chicago Bulls",96,13,"Milwaukee Bucks",110,13
"1910","201801310POR",1718,"Regular","2018-01-31","10:00p",0,0,"","Chicago Bulls",108,13,"Portland Trail Blazers",124,12
"1911","201802030LAC",1718,"Regular","2018-02-03","3:30p",0,0,"","Chicago Bulls",103,11,"Los Angeles Clippers",113,9
"1912","201802050SAC",1718,"Regular","2018-02-05","10:00p",0,0,"","Chicago Bulls",98,10,"Sacramento Kings",104,12
"1913","201802090CHI",1718,"Regular","2018-02-09","9:30p",1,1,"","Chicago Bulls",114,10,"Minnesota Timberwolves",113,9
"1914","201802100CHI",1718,"Regular","2018-02-10","8:00p",1,0,"","Chicago Bulls",90,9,"Washington Wizards",101,12
"1915","201802120CHI",1718,"Regular","2018-02-12","8:00p",1,1,"","Chicago Bulls",105,10,"Orlando Magic",101,11
"1916","201802140CHI",1718,"Regular","2018-02-14","8:00p",1,0,"","Chicago Bulls",98,13,"Toronto Raptors",122,13
"1917","201802220CHI",1718,"Regular","2018-02-22","8:00p",1,0,"","Chicago Bulls",115,10,"Philadelphia 76ers",116,9
"1918","201802240MIN",1718,"Regular","2018-02-24","9:00p",0,0,"","Chicago Bulls",104,10,"Minnesota Timberwolves",122,11
"1919","201802260BRK",1718,"Regular","2018-02-26","7:30p",0,0,"","Chicago Bulls",87,9,"Brooklyn Nets",104,12
"1920","201802270CHO",1718,"Regular","2018-02-27","7:00p",0,0,"","Chicago Bulls",103,9,"Charlotte Hornets",118,13
"1921","201803020CHI",1718,"Regular","2018-03-02","8:00p",1,1,"","Chicago Bulls",108,10,"Dallas Mavericks",100,10
"1922","201803050CHI",1718,"Regular","2018-03-05","8:00p",1,0,"","Chicago Bulls",89,11,"Boston Celtics",105,12
"1923","201803070CHI",1718,"Regular","2018-03-07","8:00p",1,1,"","Chicago Bulls",119,10,"Memphis Grizzlies",110,12
"1924","201803090DET",1718,"Regular","2018-03-09","7:00p",0,0,"","Chicago Bulls",83,12,"Detroit Pistons",99,12
"1925","201803110ATL",1718,"Regular","2018-03-11","3:30p",0,1,"","Chicago Bulls",129,11,"Atlanta Hawks",122,12
"1926","201803130CHI",1718,"Regular","2018-03-13","8:00p",1,0,"","Chicago Bulls",106,10,"Los Angeles Clippers",112,11
"1927","201803150MEM",1718,"Regular","2018-03-15","8:00p",0,1,"","Chicago Bulls",111,11,"Memphis Grizzlies",110,11
"1928","201803170CHI",1718,"Regular","2018-03-17","8:00p",1,0,"","Chicago Bulls",109,9,"Cleveland Cavaliers",114,11
"1929","201803190NYK",1718,"Regular","2018-03-19","7:30p",0,0,"","Chicago Bulls",92,10,"New York Knicks",110,12
"1930","201803210CHI",1718,"Regular","2018-03-21","8:00p",1,0,"","Chicago Bulls",102,10,"Denver Nuggets",135,12
"1931","201803230CHI",1718,"Regular","2018-03-23","8:00p",1,0,"","Chicago Bulls",105,10,"Milwaukee Bucks",118,10
"1932","201803240DET",1718,"Regular","2018-03-24","7:00p",0,0,"","Chicago Bulls",95,11,"Detroit Pistons",117,13
"1933","201803270HOU",1718,"Regular","2018-03-27","8:00p",0,0,"","Chicago Bulls",86,11,"Houston Rockets",118,11
"1934","201803290MIA",1718,"Regular","2018-03-29","7:30p",0,0,"","Chicago Bulls",92,10,"Miami Heat",103,11
"1935","201803300ORL",1718,"Regular","2018-03-30","7:00p",0,1,"","Chicago Bulls",90,11,"Orlando Magic",82,10
"1936","201804010CHI",1718,"Regular","2018-04-01","3:30p",1,1,"","Chicago Bulls",113,12,"Washington Wizards",94,11
"1937","201804030CHI",1718,"Regular","2018-04-03","8:00p",1,1,"","Chicago Bulls",120,10,"Charlotte Hornets",114,11
"1938","201804060BOS",1718,"Regular","2018-04-06","7:30p",0,0,"","Chicago Bulls",104,10,"Boston Celtics",111,12
"1939","201804070CHI",1718,"Regular","2018-04-07","8:00p",1,0,"","Chicago Bulls",96,9,"Brooklyn Nets",124,12
"1940","201804090BRK",1718,"Regular","2018-04-09","7:30p",0,0,"","Chicago Bulls",105,11,"Brooklyn Nets",114,9
"1941","201804110CHI",1718,"Regular","2018-04-11","8:00p",1,0,"","Chicago Bulls",87,9,"Detroit Pistons",119,12
"1942","201810180PHI",1819,"Regular","2018-10-18","8:00p",0,0,"","Chicago Bulls",108,11,"Philadelphia 76ers",127,11
"1943","201810200CHI",1819,"Regular","2018-10-20","8:00p",1,0,"","Chicago Bulls",116,9,"Detroit Pistons",118,10
"1944","201810220DAL",1819,"Regular","2018-10-22","8:30p",0,0,"","Chicago Bulls",109,10,"Dallas Mavericks",115,10
"1945","201810240CHI",1819,"Regular","2018-10-24","8:00p",1,1,"","Chicago Bulls",112,10,"Charlotte Hornets",110,10
"1946","201810260CHO",1819,"Regular","2018-10-26","7:00p",0,0,"","Chicago Bulls",106,10,"Charlotte Hornets",135,13
"1947","201810270ATL",1819,"Regular","2018-10-27","7:30p",0,1,"","Chicago Bulls",97,10,"Atlanta Hawks",85,10
"1948","201810290CHI",1819,"Regular","2018-10-29","8:00p",1,0,"","Chicago Bulls",124,10,"Golden State Warriors",149,12
"1949","201810310CHI",1819,"Regular","2018-10-31","8:00p",1,0,"OT","Chicago Bulls",107,9,"Denver Nuggets",108,9
"1950","201811020CHI",1819,"Regular","2018-11-02","8:00p",1,0,"","Chicago Bulls",105,10,"Indiana Pacers",107,10
"1951","201811030CHI",1819,"Regular","2018-11-03","8:00p",1,0,"","Chicago Bulls",88,9,"Houston Rockets",96,9
"1952","201811050NYK",1819,"Regular","2018-11-05","7:30p",0,1,"2OT","Chicago Bulls",116,10,"New York Knicks",115,10
"1953","201811070NOP",1819,"Regular","2018-11-07","8:00p",0,0,"","Chicago Bulls",98,10,"New Orleans Pelicans",107,11
"1954","201811100CHI",1819,"Regular","2018-11-10","8:00p",1,1,"","Chicago Bulls",99,10,"Cleveland Cavaliers",98,10
"1955","201811120CHI",1819,"Regular","2018-11-12","8:00p",1,0,"","Chicago Bulls",98,10,"Dallas Mavericks",103,10
"1956","201811140BOS",1819,"Regular","2018-11-14","7:30p",0,0,"","Chicago Bulls",82,11,"Boston Celtics",111,13
"1957","201811160MIL",1819,"Regular","2018-11-16","9:30p",0,0,"","Chicago Bulls",104,11,"Milwaukee Bucks",123,13
"1958","201811170CHI",1819,"Regular","2018-11-17","8:00p",1,0,"","Chicago Bulls",83,11,"Toronto Raptors",122,12
