,player,team,gp,pim_60,ev_goals_60,ev_assists_60,shot_att_60,shot_pct,thru_pct,ev_60,toi_even,blk_60,hit_60,cf_60,ca_60,corsi_pct,oishot_pct,oisv_pct,off_zs_pct,takeaway_60,giveaway_60,cluster,defense,offense,finishing
212,Ryan Graves,COL,69,2.065799541,0.496369152,0.827281919,12.02754399,6.7,51.1,49.94185157,15.76666667,6.88599847,5.141545524,58.13034286,56.53093115,50.7,12.1,93.3,49.6,0.872226473,1.836266259,Forward Playing Defense,-1.528599535,1.819084518,4.244656476
213,Ryan Lindgren,NYR,60,2.837022133,0.069767442,0.906976744,5.55331992,2.1,51.1,51.91146881,14.33333333,4.225352113,5.674044266,49.25581395,56.23255814,46.7,12.3,91.9,51.8,1.690140845,1.509054326,Bottom Pair Player,-1.7757295,-2.086952567,-0.425868545
214,Ryan McDonagh,TBL,50,1.101449275,0.070038911,0.700389105,7.768115942,2,37.3,49.66183575,17.13333333,5.855072464,2.086956522,54.07003891,55.82101167,49.2,10,92.3,45,1.449275362,1.855072464,Bottom Pair Player,-2.531512845,0.750327746,-1.967591435
215,Ryan Murray,CBJ,27,0.445269017,0.265076209,0.662690524,7.124304267,6.3,50,50.39332096,16.76666667,5.565862709,1.33580705,53.4128562,58.84691849,47.6,6.6,90.3,49,0.667903525,1.669758813,Forward Playing Defense,-1.547049892,0.704581833,0.324115845
216,Ryan Pulock,NYI,68,0.551181102,0.328827183,0.939506237,12.4015748,6.1,51.7,50.28608924,18.78333333,5.472440945,4.330708661,51.67284305,63.55759695,44.8,10.8,90.7,43.7,0.590551181,2.519685039,Forward Playing Defense,-3.464143838,3.271064881,2.945482441
217,Ryan Suter,MIN,69,0.423529412,0.272685957,1.090743827,8.929411765,7.2,43.9,46.59529412,19.13333333,3.282352941,1.694117647,58.85471898,58.49113771,50.2,10.4,89.9,49.5,0.670588235,0.952941176,Norris Candidate,1.138434317,4.812939403,3.657682688
218,Sami Niku,WPG,17,2.618181818,0,1.133644036,9.381818182,0,62.8,57.73818182,15.56666667,4.145454545,3.490909091,50.33379519,65.29789646,43.5,6.8,93.5,51.6,0.436363636,2.4,Bottom Pair Player,-3.162311448,-2.721987305,-2.311866147
219,Sami Vatanen,NJD,47,1.291585127,0.312317002,0.624634004,11.74168297,5.3,47.5,45.11448141,16.35,4.69667319,2.935420744,53.48428655,58.32520008,47.8,7.9,89.7,50.1,0.821917808,1.409001957,Forward Playing Defense,0.134591232,2.219360485,1.698819719
220,Samuel Girard,COL,70,0.683646113,0.139372822,0.836236934,9.932975871,4.2,38.9,51.93699732,18.45,3.699731903,1.849865952,60.16260163,55.14518002,52.2,8.6,92,53.7,1.528150134,1.568364611,Two-Way Player,3.051259963,3.268526915,0.228885075
221,Scott Harrington,CBJ,39,1.764705882,0.117889773,0.825228411,8.051470588,2.7,50.7,56.13419118,13.05,5.294117647,5.073529412,50.69260242,58.35543767,46.5,4.9,93.5,50.3,0.551470588,0.992647059,Stay-at-Home Defender,-1.74300873,-4.778757175,-3.230400051
222,Scott Mayfield,NYI,67,2.380239521,0.262616536,0.315139843,10.73353293,5.1,41,51.30314371,17.05,5.254491018,4.176646707,53.25863352,59.56143038,47.2,8.2,93.2,47.9,0.943113772,3.143712575,Bottom Pair Player,-2.121983161,-0.243636503,-0.902232195
223,Sean Walker,LAK,70,1.182714177,0.255102041,0.714285714,12.23654284,3.9,47.2,53.49507202,16.8,3.821076573,3.684609553,65.96938776,54.13265306,54.9,6.7,89.3,50.1,1.137225171,2.956785444,Two-Way Player,3.698390025,3.562357105,0.678738306
224,Seth Jones,CBJ,56,0.847457627,0.216450216,0.865800866,10.33898305,4.8,51.6,46.98305085,19.8,5.211864407,2.627118644,56.6017316,58.22510823,49.3,8.4,92.2,57.6,1.228813559,1.56779661,Forward Playing Defense,0.664975139,3.723316031,2.19927318
225,Shayne Gostisbehere,PHI,42,1.5625,0.367084735,0.275313552,11.5625,6.8,49.3,51.078125,15.56666667,2.890625,1.09375,54.69562557,49.28112573,52.6,7.6,92.5,57.1,0.703125,2.109375,Two-Way Player,4.966138154,1.037975523,1.786682266
226,Shea Theodore,VEG,71,0.949968334,0.490974013,0.803412021,16.79544015,5.9,49.5,51.08043065,18.93333333,2.621912603,0.759974668,67.5312438,48.8295973,58,7.3,91.6,58.7,2.089930336,2.051931602,Norris Candidate,9.434647906,8.164832295,5.726361657
227,Shea Weber,MTL,65,1.268417681,0.59983338,0.799777839,14.52914798,8.1,48.9,46.13709161,18.46666667,4.381806534,4.304932735,70.38044988,57.93390725,54.9,8.6,90.6,49.4,0.69186419,3.036515054,Norris Candidate,2.664652576,7.213916159,6.130268514
228,Slater Koekkoek,CHI,42,3.579545455,0.092864882,0.835783934,9.971590909,2.1,40.2,55.06534091,15.38333333,4.943181818,5.454545455,58.41201052,53.11871227,52.4,7.6,92.7,46.7,0.767045455,2.301136364,Stay-at-Home Defender,-0.578241637,-2.091483986,-2.619002346
229,Stephen Johns,DAL,17,2,0.417270356,0.625905535,13,6.7,46.2,57.51666667,16.91666667,4,10,54.24514633,52.78470009,50.7,8.5,92.9,53,1,2.2,Two-Way Player,2.641255602,-0.750525441,1.551785978
230,Steven Kampfer,BOS,10,0.882352941,0,0,12.35294118,0,46.4,56.54411765,12.81666667,3.529411765,6.617647059,52.43172952,51.96358908,50.2,8.6,94,60.3,1.764705882,0.441176471,Stay-at-Home Defender,4.68469103,-3.934560933,-3.972995855
231,T.J. Brodie,CGY,64,1.650114591,0.211069418,0.738742964,7.56302521,6.2,39.4,52.11917494,17.76666667,3.987776929,0.916730328,61.21013133,55.61679174,52.4,10,91.2,48.8,1.558441558,2.383498854,Forward Playing Defense,1.166122061,3.135871679,1.181708246
232,Taylor Fedun,DAL,27,1.293800539,0.335429769,1.174004193,13.26145553,5,48.8,57.85714286,13.25,3.07277628,2.587601078,56.35220126,54.17190776,51,8.2,92.6,55.5,0.323450135,1.940700809,Two-Way Player,4.416532307,0.725557828,1.399648433
233,Thomas Chabot,OTT,71,1.365113759,0.228054987,0.836201618,12.70855905,3.2,47.6,51.30769231,22.23333333,2.762730228,2.567713976,60.32054395,59.18026902,50.5,7.9,90.2,48,1.365113759,2.827735645,Norris Candidate,1.785476163,5.685077195,1.982605967
234,Tim Heed,SJS,38,0.24291498,0.138100353,0.414301059,11.41700405,2.3,46.8,52.76923077,11.43333333,3.643724696,1.943319838,59.65935246,51.51143164,53.7,4.4,89.3,54.5,1.214574899,2.064777328,Two-Way Player,5.26881964,0.197043461,-2.557719696
235,Torey Krug,BOS,61,1.584,0.421115957,0.842231915,13.104,6.3,52.7,47.8728,16.35,2.304,1.728,63.04707475,50.29327718,55.6,8.2,89.2,68.4,1.056,2.304,Norris Candidate,9.13701374,5.820464879,4.701934808
236,Travis Dermott,TOR,56,2.291021672,0.266193434,0.465838509,7.492260062,6.2,53.7,55.82662539,16.1,3.591331269,4.705882353,53.90417036,54.37000887,49.8,11,92.3,52.7,1.424148607,2.724458204,Forward Playing Defense,0.842761217,-0.447911953,1.52051245
237,Travis Hamonic,CGY,50,1.528301887,0.203773585,0.611320755,9.509433962,3.6,49.4,50,17.66666667,6.226415094,2.20754717,60.2490566,63.03396226,48.9,9,90.8,45.6,1.188679245,2.037735849,Forward Playing Defense,-3.027384901,2.037145977,0.403087535
238,Travis Sanheim,PHI,69,1.380301941,0.401337793,0.652173913,9.748382459,7.3,48.7,51.58878505,17.33333333,3.407620417,1.768511862,57.74247492,53.52842809,51.9,10,89.7,49.4,0.948957584,2.28612509,Norris Candidate,2.397967607,3.28774379,3.444791636
239,Trevor Daley,DET,43,1.783060921,0,0.495977075,6.775631501,0,48.7,53.92570579,14.06666667,3.922734027,0.802377415,43.24920093,62.2947206,41,6.4,89.2,45.1,0.44576523,1.872213967,Healthy Scratch,-3.485627213,-3.938500083,-4.995759104
240,Trevor van Riemsdyk,CAR,49,0.824175824,0.090815065,0.635705456,9.313186813,1.7,51.3,54.45192308,13.48333333,3.049450549,1.730769231,56.94104589,50.22073106,53.1,7.1,90,53,1.071428571,1.401098901,Two-Way Player,4.150328601,-0.355704174,-1.562711087
241,Troy Stecher,VAN,69,1.813031161,0.298477763,0.716346632,10.02832861,5.8,48.6,56.94617564,14.56666667,3.966005666,3.909348442,58.20316386,61.36702816,48.7,8.4,93.7,39.3,0.906515581,1.416430595,Forward Playing Defense,-1.88545778,-1.18673837,0.737398929
242,Tucker Poolman,WPG,57,1.447236181,0.191194434,0.764777736,8.984924623,6.3,43,56.77085427,16.51666667,3.557788945,3.497487437,51.87742312,58.50549684,47,11.1,90.6,50.5,0.844221106,2.773869347,Forward Playing Defense,0.305828513,0.573892836,0.233982568
243,Tyler Myers,VAN,68,2.009569378,0.192338516,0.432761661,10.78605605,4.5,51,51.17429938,18.35,4.429254956,4.060150376,57.70155474,60.92322488,48.6,7.9,90.8,53.1,1.722488038,1.681476418,Forward Playing Defense,0.635181263,1.6194765,0.816141121
244,Tyson Barrie,TOR,70,0.62704115,0.180768265,1.039417524,14.14761594,3,46.8,52.03135206,18.96666667,2.97844546,1.841933377,66.25156917,56.89681145,53.8,8.9,90.2,58.2,0.62704115,2.429784455,Norris Candidate,5.314545298,5.880627981,1.734588426
245,Victor Hedman,TBL,66,1.171284635,0.349011135,1.296327073,11.56171285,7.1,50.7,45.46851385,18.23333333,3.702770781,2.758186398,58.58401197,52.80039887,52.6,12.7,91.9,53.6,1.77581864,1.511335013,Norris Candidate,2.876728092,6.631538147,6.557461957
246,Victor Mete,MTL,51,1.470588235,0.310961389,0.466442083,8.897058824,7,47.1,56.75,15.13333333,4.411764706,1.470588235,60.87069189,54.72920446,52.7,8.5,92.6,45.8,0.588235294,2.573529412,Forward Playing Defense,0.579455029,0.071122016,0.593793536
247,Ville Heinola,WPG,8,1.655172414,0.43902439,1.317073171,7.448275862,10,55.6,56.55172414,17.08333333,2.068965517,1.24137931,51.36585366,53.12195122,49.2,12.9,93.3,59.5,1.24137931,6.206896552,Norris Candidate,2.859059952,5.268402239,5.749968691
248,Vince Dunn,STL,71,1.402597403,0.291738926,0.466782282,13.92207792,6.5,51.5,53.41904762,14.48333333,2.441558442,2.597402597,57.47256844,46.38648925,55.3,8.9,92.6,57.2,0.675324675,1.61038961,Two-Way Player,6.806520917,1.104268909,2.277594807
249,Vladislav Gavrikov,CBJ,69,0.824427481,0.253271423,0.658505699,7.282442748,6.2,50.9,54.2519084,17.16666667,4.213740458,3.618320611,54.6053187,56.73279865,49,7.5,92.1,41.7,0.732824427,1.511450382,Forward Playing Defense,-1.752207301,-0.570885986,0.544726292
250,Will Butcher,NJD,56,0.35892323,0.266193434,1.064773736,8.853439681,6.5,41.9,53.93419741,16.1,4.486540379,1.85443669,56.69920142,63.02129547,47.4,8.7,90.4,55,0.598205384,1.615154536,Forward Playing Defense,0.869127942,1.999550072,0.761822382
251,Xavier Ouellet,MTL,12,1.437125749,0,0.777202073,10.05988024,0,28.6,55.47305389,12.86666667,5.389221557,8.622754491,56.34715026,50.51813472,52.7,9.7,90.9,53.5,0.359281437,1.437125749,Stay-at-Home Defender,1.593376699,-3.493601511,-5.479594175
252,Yannick Weber,NSH,41,1.463414634,0.10707912,0.214158239,9.825783972,2.2,47.9,58.57142857,13.66666667,3.972125436,3.867595819,55.89530042,63.71207615,46.7,7.6,93.3,46.6,1.149825784,1.149825784,Stay-at-Home Defender,-0.988812559,-3.518446532,-3.133802973
253,Zach Bogosian,TOT,27,2.93986637,0.158919348,0.794596742,7.349665924,3.4,52.7,50.45211581,13.98333333,3.608017817,4.008908686,50.2185141,54.98609456,47.7,11,89.9,45.1,0.534521158,1.469933185,Bottom Pair Player,-1.770636098,-1.912632021,0.266185245
254,Zach Werenski,CBJ,63,0.397088021,0.699300699,0.649350649,13.26273991,10.7,56,47.6982131,19.06666667,2.303110523,1.429516876,57.14285714,57.29270729,49.9,9.2,91.6,58.7,1.270681668,1.8663137,Norris Candidate,5.504888216,6.859535666,8.347911108
255,Zach Whitecloud,VEG,16,1.048034934,0,0.282308657,7.598253275,0,31,55.68558952,13.28333333,4.192139738,2.620087336,56.17942284,35.57089084,61.2,9.9,90.9,69.8,2.096069869,0.262008734,Two-Way Player,10,-1.815657957,-4.311780895
256,Zdeno Chara,BOS,68,2.519244227,0.252823192,0.455081746,6.508047586,5.8,55.5,49.82225332,17.45,4.240727782,3.275017495,51.17141412,58.85723917,46.5,10.9,93.9,35.7,1.091672498,2.183344997,Bottom Pair Player,-5.652424682,-0.807232827,1.863823351
